Class,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
q,0.32021549344062805,0.06850740313529968,0.2958945333957672,0.16097116470336914,0.23273703455924988,0.24538329243659973,0.17903319001197815,0.3311707675457001,0.1476166844367981,0.4142824113368988,0.16267725825309753,0.03316277265548706,0.10005223751068115,0.18235880136489868,0.12886136770248413,0.24973231554031372,0.16615605354309082,0.2785009443759918,0.13774442672729492,0.0034900903701782227,0.06054621934890747,0.15341684222221375,0.024749815464019775,0.25197553634643555,0.0,0.3217923939228058,0.1287182867527008,0.0,0.0646447092294693,0.14010900259017944,0.05266806483268738,0.21497371792793274,0.04758492112159729,0.25376787781715393,0.12666481733322144,0.01939287781715393,0.09422603249549866,0.1261124610900879,0.10909602046012878,0.17930898070335388,0.12259826064109802,0.2023009955883026
q,0.13297617435455322,0.1049889624118805,0.18146413564682007,0.08999413251876831,0.19417381286621094,0.12111449241638184,0.16840201616287231,0.1819247007369995,0.14273053407669067,0.2626994252204895,0.12955647706985474,0.0,0.07706242799758911,0.021539390087127686,0.043073803186416626,0.0203094482421875,0.020436257123947144,0.014894306659698486,0.06094402074813843,0.01869085431098938,0.03007495403289795,0.08833968639373779,0.026639163494110107,0.10500124096870422,0.032484203577041626,0.0951903760433197,0.020097315311431885,0.05483844876289368,0.009843885898590088,0.1307247281074524,0.03831714391708374,0.16674357652664185,0.07068392634391785,0.1739063858985901,0.0,0.09797215461730957,0.0021896958351135254,0.14527171850204468,0.02486741542816162,0.17014676332473755,0.053862154483795166,0.17115122079849243
q,0.11718800663948059,0.06700587272644043,0.14290574193000793,0.10921192169189453,0.15630647540092468,0.15922945737838745,0.14514276385307312,0.2161656618118286,0.14126738905906677,0.29084885120391846,0.07493361830711365,0.03836482763290405,0.020595818758010864,0.10351300239562988,0.004759430885314941,0.13864648342132568,0.0,0.15420711040496826,0.035065919160842896,0.009360313415527344,0.02772018313407898,0.07895001769065857,0.0350012481212616,0.10676789283752441,0.04440489411354065,0.10807549953460693,0.015892118215560913,0.0,0.016689181327819824,0.06657269597053528,0.049067407846450806,0.11857521533966064,0.07754388451576233,0.14157941937446594,0.008381813764572144,0.0036953091621398926,0.002069145441055298,0.03472942113876343,0.011882573366165161,0.06304901838302612,0.028967052698135376,0.07152700424194336
q,0.11152121424674988,0.04078561067581177,0.1331920623779297,0.06736519932746887,0.14344143867492676,0.11898496747016907,0.1324365735054016,0.19644102454185486,0.13505548238754272,0.2783590853214264,0.052394866943359375,0.0,0.02432456612586975,0.07928702235221863,0.024632692337036133,0.1534474492073059,0.028754591941833496,0.2092336118221283,0.01507270336151123,0.008671700954437256,0.042501866817474365,0.12192192673683167,0.0608786940574646,0.17668765783309937,0.0765305757522583,0.19721564650535583,0.0010814666748046875,0.044014155864715576,0.033294081687927246,0.17985698580741882,0.06341204047203064,0.22568580508232117,0.08235293626785278,0.22967484593391418,0.0,0.08585914969444275,0.015794575214385986,0.20179644227027893,0.039328157901763916,0.24639835953712463,0.06153184175491333,0.25895169377326965
q,0.05998808145523071,0.0866728127002716,0.1185358464717865,0.09727856516838074,0.1429995596408844,0.14306709170341492,0.134500652551651,0.20481684803962708,0.1405383050441742,0.27412286400794983,0.05346456170082092,0.01105549931526184,0.016959816217422485,0.11529025435447693,0.00814768671989441,0.21217843890190125,0.007453978061676025,0.28480443358421326,0.016525477170944214,0.0,0.01860228180885315,0.10735458135604858,0.06502056121826172,0.1555374562740326,0.10048162937164307,0.176759272813797,0.002233356237411499,0.024722903966903687,0.011033028364181519,0.13797050714492798,0.05543762445449829,0.19219812750816345,0.08294785022735596,0.20646092295646667,0.0,0.06951147317886353,0.011127263307571411,0.15566563606262207,0.039948970079422,0.20918068289756775,0.05540701746940613,0.23758134245872498
q,0.11394062638282776,0.0,0.17674317955970764,0.06972378492355347,0.19827958941459656,0.15747565031051636,0.19826874136924744,0.24131566286087036,0.20528873801231384,0.3318345546722412,0.09522184729576111,0.05849874019622803,0.1016615629196167,0.17666935920715332,0.14356297254562378,0.2222570776939392,0.17606309056282043,0.23334014415740967,0.04622846841812134,0.0650705099105835,0.03781980276107788,0.2000541090965271,0.054773688316345215,0.305436372756958,0.051726073026657104,0.3805999159812927,0.02081438899040222,0.08622261881828308,0.04741603136062622,0.213334858417511,0.09105640649795532,0.2116960883140564,0.10418429970741272,0.1957688331604004,0.0,0.11895832419395447,0.036179304122924805,0.21914231777191162,0.07169380784034729,0.22575557231903076,0.08359277248382568,0.22561657428741455
q,0.3156988173723221,0.07726815342903137,0.29878152906894684,0.17088764905929565,0.23957081139087677,0.25001898407936096,0.1882612556219101,0.3315083086490631,0.15635927021503448,0.4174492657184601,0.1669129878282547,0.032879024744033813,0.10683630406856537,0.180802583694458,0.13637514412403107,0.24930766224861145,0.1747867912054062,0.27780982851982117,0.14438115060329437,0.004782959818840027,0.06287141144275665,0.15881392359733582,0.02598874270915985,0.2600637972354889,0.0,0.3318534791469574,0.1351480334997177,0.0,0.06903058290481567,0.14100691676139832,0.06167270243167877,0.2147272527217865,0.058576419949531555,0.2557143270969391,0.12832678854465485,0.01627400517463684,0.09931637346744537,0.1219763457775116,0.11678607761859894,0.17941847443580627,0.12812243402004242,0.2088974118232727
q,0.11394062638282776,0.0,0.17674317955970764,0.06972378492355347,0.19827958941459656,0.15747565031051636,0.19826874136924744,0.24131566286087036,0.20528873801231384,0.3318345546722412,0.09522184729576111,0.05849874019622803,0.1016615629196167,0.17666935920715332,0.14356297254562378,0.2222570776939392,0.17606309056282043,0.23334014415740967,0.04622846841812134,0.0650705099105835,0.03781980276107788,0.2000541090965271,0.054773688316345215,0.305436372756958,0.051726073026657104,0.3805999159812927,0.02081438899040222,0.08622261881828308,0.04741603136062622,0.213334858417511,0.09105640649795532,0.2116960883140564,0.10418429970741272,0.1957688331604004,0.0,0.11895832419395447,0.036179304122924805,0.21914231777191162,0.07169380784034729,0.22575557231903076,0.08359277248382568,0.22561657428741455
q,0.14947423338890076,0.03331100940704346,0.19371739029884338,0.06008601188659668,0.20596066117286682,0.12912127375602722,0.20390716195106506,0.21700507402420044,0.20582380890846252,0.3146582841873169,0.06849884986877441,0.0,0.08371195197105408,0.14591851830482483,0.12605729699134827,0.21224677562713623,0.1591024100780487,0.2413443922996521,0.0290372371673584,0.02656102180480957,0.026997029781341553,0.17939820885658264,0.0512029230594635,0.2821159362792969,0.06063532829284668,0.3516858220100403,0.0113755464553833,0.06382894515991211,0.03139910101890564,0.19986337423324585,0.09008723497390747,0.20953696966171265,0.11893990635871887,0.19427761435508728,0.0,0.10865974426269531,0.0269639790058136,0.20314514636993408,0.07283240556716919,0.22172492742538452,0.09523630142211914,0.21324419975280762
q,0.08035600185394287,0.0,0.14333978295326233,0.07070410251617432,0.16028806567192078,0.18235650658607483,0.15682139992713928,0.26554936170578003,0.1885787844657898,0.30011337995529175,0.07721251249313354,0.029279112815856934,0.06001091003417969,0.1552700400352478,0.06526902318000793,0.25536400079727173,0.07390952110290527,0.3280203342437744,0.03324180841445923,0.03085184097290039,0.05839425325393677,0.17894631624221802,0.10073402523994446,0.23982751369476318,0.11903643608093262,0.2595444321632385,0.015349030494689941,0.06406927108764648,0.06076085567474365,0.23298180103302002,0.11107563972473145,0.26184117794036865,0.12512820959091187,0.25172847509384155,0.0,0.11476367712020874,0.05181610584259033,0.2344876527786255,0.09975290298461914,0.24847394227981567,0.11746305227279663,0.22295784950256348
